H 14.91534369999997 11.41999646599999 4.99999357280001
H 13.45245660200007 13.46476483399996 5.00098993280005
H 13.57405612999997 6.77571078000000 4.99997236959996
H 14.96153026599998 8.87207758200006 5.00013619039999
H 8.87735747999997 5.20870275199997 4.99816014240002
H 11.37952545399997 5.45439400000006 4.99990587840000
H 5.47960577200001 11.25596668000000 5.00407952319995
H 6.51897141399999 13.54427477200005 4.99912300480003
H 6.64760796200000 6.44317854999997 4.99906735039997
H 5.52603312599999 8.69262581000001 5.00446285440000
H 11.21154280799999 14.70503203800007 5.00087987200004
H 8.70191243799994 14.85927119999999 4.99804943679999
H* 8.97609295600006 9.99796941200003 7.47900000000004
H* 10.24453276000003 9.74192531200003 8.31500000000005
O* 9.29857606200002 9.95683262200004 8.39999999999998
B4 7.24498310399994 7.48508810999994 5.00000000000000
B2 9.40077044600002 8.78218644599997 5.00000000000000
B2 7.19930123400005 10.00518914599994 5.00000000000000
B2 9.35591138199996 11.30765023799995 5.00000000000000
B4 11.55712669400003 10.08520101200006 5.00000000000000
B5 11.50858032200006 12.59770345800007 5.00000000000000
B5 9.30608056599993 13.82112965199994 5.00000000000000
B4 7.15414683199995 12.52510048199994 5.00000000000000
B5 9.44278340400004 6.26835964400001 5.00000000000000
B5 11.59976091000004 7.57104182800006 5.00000000000000
B8 13.76018130800006 8.86851596000000 5.00000000000000
B8 13.71470368000004 11.38052640799998 5.00000000000000
N3 8.69419132999994 7.50934365999996 5.00000000000000
N1 8.65557782799996 10.03167293000004 5.00000000000000
N3 10.80548743600005 11.32588335400001 5.00000000000000
N3 6.54226394800006 8.72565721399994 5.00000000000000
N3 10.85067710999994 8.81655632999994 5.00000000000000
N3 8.60288796399999 12.55350658599994 5.00000000000000
N6 10.73135179800005 13.80887621599996 5.00000000000000
N6 10.86695565799999 6.33242285199998 5.00000000000000
N3 6.49634705599993 11.25977556999999 5.00000000000000
N7 13.03791568799994 7.63958597200002 5.00000000000000
N6 13.01480868599995 10.11107383600006 5.00000000000000
N7 12.94844807800004 12.58176827599996 5.00000000000000
